applicant_id,site,female,age,education_years,employed_baseline,earnings_baseline,offered_training,employed_6m,earnings_6m,session_date,session_number,session_type,training_center,hours_attended,program_participant
JB002225,D,0,22,11,0,0,1,1,2769,2026-03-09,1,Orientation,South Center,4,1
JB002226,D,0,36,14,0,0,0,1,2601,,,,,,0
JB002227,D,1,19,12,1,1538,0,1,2258,,,,,,0
JB002228,D,0,26,16,1,2533,1,1,2552,2026-03-12,1,Orientation,South Center,4,1
JB002228,D,0,26,16,1,2533,1,1,2552,2026-04-12,2,Skills workshop,South Center,6,1
JB002229,D,1,52,10,1,2345,0,0,0,,,,,,0
JB002230,D,0,34,15,1,2749,1,1,2817,2026-03-19,1,Orientation,South Center,4,1
JB002231,D,1,33,18,1,2837,1,0,0,2026-03-26,1,Orientation,South Center,4,1
JB002231,D,1,33,18,1,2837,1,0,0,2026-04-18,2,Skills workshop,South Center,6,1
JB002232,D,1,34,18,1,2397,1,1,3046,2026-03-11,1,Orientation,South Center,4,1
JB002233,D,1,55,14,1,2535,0,0,0,,,,,,0
JB002234,D,0,24,15,1,2419,0,0,0,,,,,,0
JB002235,D,1,49,14,1,2802,1,1,3447,2026-03-22,1,Orientation,South Center,4,1
JB002236,D,1,29,13,0,0,0,1,2413,,,,,,0
JB002237,D,0,27,14,0,0,0,1,3141,,,,,,0
JB002238,D,1,54,14,1,2887,0,0,0,,,,,,0
JB002239,D,0,19,12,1,1461,0,1,2500,,,,,,0
JB002240,D,0,31,17,1,2517,1,1,3364,,,,,,0
JB002241,D,1,23,14,0,0,1,0,0,2026-03-17,1,Orientation,South Center,4,1
JB002242,D,1,39,14,0,0,0,0,0,,,,,,0
JB002243,D,0,22,15,0,0,0,1,2669,,,,,,0
JB002244,D,1,51,15,1,2915,0,1,3518,,,,,,0
JB002245,D,0,26,12,1,2320,1,0,0,2026-03-17,1,Orientation,South Center,4,1
JB002246,D,1,40,12,0,0,1,1,2607,2026-03-06,1,Orientation,South Center,4,1
JB002247,D,0,19,16,1,2633,1,1,3096,2026-03-23,1,Orientation,South Center,4,1
JB002248,D,0,39,15,1,2211,0,1,3357,,,,,,0
JB002249,D,1,45,15,1,2871,0,1,3125,,,,,,0
JB002250,D,1,40,15,0,0,1,1,2937,2026-03-22,1,Orientation,South Center,4,1
JB002251,D,0,24,14,1,2139,1,1,2362,2026-03-17,1,Orientation,South Center,4,1
JB002252,D,1,42,11,0,0,0,0,0,,,,,,0
JB002253,D,1,55,14,1,2598,0,1,2604,,,,,,0
JB002254,D,0,31,15,1,1897,1,1,3045,2026-03-05,1,Orientation,South Center,4,1
JB002254,D,0,31,15,1,1897,1,1,3045,2026-04-25,2,Skills workshop,South Center,6,1
JB002255,D,0,47,17,1,3272,0,1,3146,,,,,,0
JB002256,D,1,37,10,1,1860,0,1,2511,2026-03-07,1,Orientation,South Center,4,1
JB002257,D,1,22,15,1,1778,0,1,2310,,,,,,0
JB002258,D,0,26,12,1,1571,1,1,3021,2026-03-24,1,Orientation,South Center,4,1
JB002259,D,1,44,9,0,0,1,1,2134,2026-03-24,1,Orientation,South Center,4,1
JB002259,D,1,44,9,0,0,1,1,2134,2026-04-11,2,Skills workshop,South Center,6,1
JB002260,D,1,54,18,1,2695,1,1,3571,2026-03-15,1,Orientation,South Center,4,1
JB002261,D,0,35,17,0,0,0,1,3502,,,,,,0
JB002262,D,0,38,17,1,2513,1,1,3475,2026-03-16,1,Orientation,South Center,4,1
JB002263,D,0,25,17,1,2631,0,1,3194,,,,,,0
JB002264,D,0,48,18,1,2726,1,0,0,2026-03-06,1,Orientation,South Center,4,1
JB002265,D,1,22,11,0,0,1,1,2738,2026-03-05,1,Orientation,South Center,4,1
JB002266,D,0,21,14,1,2445,1,1,2994,2026-03-15,1,Orientation,South Center,4,1
JB002267,D,1,32,12,0,0,1,0,0,2026-03-24,1,Orientation,South Center,4,1
JB002268,D,0,36,13,0,0,1,0,0,2026-03-19,1,Orientation,South Center,4,1
JB002269,D,1,20,16,0,0,1,1,3368,2026-03-10,1,Orientation,South Center,4,1
JB002270,D,0,25,16,1,2033,1,1,3091,2026-03-09,1,Orientation,South Center,4,1
JB002271,D,1,20,13,0,0,0,1,2043,,,,,,0
JB002272,D,0,27,15,0,0,1,1,2392,2026-03-05,1,Orientation,South Center,4,1
JB002273,D,1,25,12,1,2144,1,0,0,2026-03-11,1,Orientation,South Center,4,1
JB002274,D,1,35,9,1,1781,1,0,0,2026-03-15,1,Orientation,South Center,4,1
JB002275,D,0,21,11,1,1574,0,1,2558,,,,,,0
JB002276,D,0,54,10,0,0,0,1,3067,,,,,,0
JB002277,D,1,25,13,0,0,1,1,2624,2026-03-20,1,Orientation,South Center,4,1
JB002278,D,0,30,12,1,1741,0,1,2791,,,,,,0
JB002279,D,1,19,18,0,0,0,1,3199,,,,,,0
JB002280,D,1,54,18,1,3272,1,1,4406,2026-03-25,1,Orientation,South Center,4,1
JB002280,D,1,54,18,1,3272,1,1,4406,2026-04-21,2,Skills workshop,South Center,6,1
JB002281,D,0,38,14,1,1962,1,1,3003,2026-03-25,1,Orientation,South Center,4,1
JB002282,D,0,34,12,0,0,1,0,0,,,,,,0
JB002283,D,1,47,14,1,2043,1,1,3256,2026-03-25,1,Orientation,South Center,4,1
JB002284,D,1,55,17,1,3468,1,0,0,2026-03-16,1,Orientation,South Center,4,1
JB002285,D,0,46,15,1,2923,0,1,3587,,,,,,0
JB002286,D,0,23,18,1,2624,0,1,3515,,,,,,0
JB002287,D,0,39,12,0,0,1,1,3327,2026-03-22,1,Orientation,South Center,4,1
JB002288,D,0,40,10,1,2150,1,0,0,2026-03-07,1,Orientation,South Center,4,1
JB002288,D,0,40,10,1,2150,1,0,0,2026-04-09,2,Skills workshop,South Center,6,1
JB002288,D,0,40,10,1,2150,1,0,0,2026-05-14,3,Job placement,South Center,6,1
JB002289,D,0,40,11,1,2498,0,1,2678,,,,,,0
JB002290,D,0,22,17,1,2734,0,1,2997,,,,,,0
JB002291,D,1,41,14,0,0,0,1,2545,,,,,,0
JB002292,D,1,42,13,1,2634,0,1,3227,,,,,,0
JB002293,D,0,41,13,0,0,1,1,2365,2026-03-09,1,Orientation,South Center,4,1
JB002294,D,1,47,16,1,2798,0,1,3113,,,,,,0
JB002295,D,1,47,15,1,3023,0,1,3083,,,,,,0
JB002296,D,0,28,9,1,1861,0,0,0,,,,,,0
JB002297,D,0,38,16,0,0,1,0,0,2026-03-14,1,Orientation,South Center,4,1
JB002298,D,1,49,12,0,0,1,1,2437,2026-03-10,1,Orientation,South Center,4,1
JB002299,D,0,39,10,0,0,1,1,2087,2026-03-19,1,Orientation,South Center,4,1
JB002300,D,0,48,12,1,2637,0,1,3113,,,,,,0
JB002301,D,0,38,14,0,0,0,0,0,,,,,,0
JB002302,D,1,53,15,1,2990,0,1,3539,,,,,,0
JB002303,D,1,27,13,0,0,0,0,0,,,,,,0
JB002304,D,0,49,15,1,2564,1,1,3697,2026-03-04,1,Orientation,South Center,4,1
JB002304,D,0,49,15,1,2564,1,1,3697,2026-04-17,2,Skills workshop,South Center,6,1
JB002305,D,0,30,18,1,2463,0,1,3308,,,,,,0
JB002306,D,1,24,9,1,1430,1,0,0,2026-03-08,1,Orientation,South Center,4,1
JB002307,D,0,20,16,1,2184,0,1,2291,,,,,,0
JB002308,D,1,35,11,0,0,0,1,1790,,,,,,0
JB002309,D,0,51,16,0,0,0,0,0,,,,,,0
JB002310,D,1,37,10,0,0,1,0,0,2026-03-14,1,Orientation,South Center,4,1
JB002311,D,1,24,18,0,0,0,0,0,,,,,,0
JB002312,D,1,47,11,1,1955,0,1,2142,,,,,,0
JB002313,D,1,19,11,1,2018,0,1,2053,,,,,,0
JB002314,D,1,41,14,0,0,1,1,3037,2026-03-09,1,Orientation,South Center,4,1
JB002314,D,1,41,14,0,0,1,1,3037,2026-04-04,2,Skills workshop,South Center,6,1
JB002315,D,0,53,9,0,0,0,1,2753,,,,,,0
JB002316,D,0,34,17,1,2892,0,0,0,,,,,,0
JB002317,D,1,55,12,0,0,1,0,0,,,,,,0
JB002318,D,1,53,13,0,0,0,1,2822,,,,,,0
JB002319,D,1,27,12,0,0,0,0,0,,,,,,0
JB002320,D,0,37,10,1,1855,0,1,2648,,,,,,0
JB002321,D,0,20,16,1,2690,0,0,0,,,,,,0
JB002322,D,1,55,9,0,0,1,1,2712,2026-03-04,1,Orientation,South Center,4,1
JB002323,D,0,48,17,1,2535,0,1,2841,,,,,,0
JB002324,D,1,50,9,1,2260,0,1,2476,,,,,,0
JB002325,D,0,30,16,1,2363,1,1,2939,2026-03-06,1,Orientation,South Center,4,1
JB002326,D,0,30,16,1,2717,0,1,3331,,,,,,0
JB002327,D,0,39,12,1,1783,0,1,2434,,,,,,0
JB002328,D,0,31,13,1,2457,1,1,2441,2026-03-17,1,Orientation,South Center,4,1
JB002329,D,1,52,10,1,2128,0,1,2177,,,,,,0
JB002330,D,1,34,9,0,0,1,1,2345,,,,,,0
JB002331,D,0,35,14,0,0,0,1,2225,,,,,,0
JB002332,D,0,44,13,0,0,1,1,3308,2026-03-16,1,Orientation,South Center,4,1
JB002333,D,0,34,11,0,0,1,0,0,2026-03-08,1,Orientation,South Center,4,1
JB002334,D,1,25,13,0,0,0,0,0,,,,,,0
JB002335,D,1,19,18,1,2561,0,1,3112,,,,,,0
JB002336,D,0,21,11,0,0,0,1,2529,,,,,,0
JB002337,D,1,23,11,0,0,0,1,2408,,,,,,0
JB002338,D,1,25,12,0,0,1,1,1998,2026-03-23,1,Orientation,South Center,4,1
JB002338,D,1,25,12,0,0,1,1,1998,2026-04-20,2,Skills workshop,South Center,6,1
JB002339,D,0,41,17,1,2377,0,1,3728,,,,,,0
JB002340,D,1,22,13,0,0,0,0,0,,,,,,0
JB002341,D,0,35,13,0,0,0,0,0,,,,,,0
JB002342,D,0,31,17,1,2654,1,1,3077,2026-03-10,1,Orientation,South Center,4,1
JB002342,D,0,31,17,1,2654,1,1,3077,2026-04-10,2,Skills workshop,South Center,6,1
JB002343,D,0,20,11,0,0,1,1,1945,2026-03-17,1,Orientation,South Center,4,1
JB002343,D,0,20,11,0,0,1,1,1945,2026-04-03,2,Skills workshop,South Center,6,1
JB002343,D,0,20,11,0,0,1,1,1945,2026-05-15,3,Job placement,South Center,6,1
JB002344,D,1,21,12,0,0,1,1,2805,,,,,,0
JB002345,D,1,43,11,0,0,1,0,0,2026-03-23,1,Orientation,South Center,4,1
JB002346,D,0,38,16,1,2677,0,1,3517,,,,,,0
JB002347,D,1,23,15,0,0,0,1,2938,,,,,,0
JB002348,D,1,27,10,0,0,0,1,1527,,,,,,0
JB002349,D,0,36,10,0,0,0,1,2288,,,,,,0
JB002350,D,0,37,12,0,0,0,1,2417,,,,,,0
JB002351,D,0,47,11,1,1809,1,0,0,2026-03-13,1,Orientation,South Center,4,1
JB002352,D,1,21,10,1,2093,1,0,0,2026-03-20,1,Orientation,South Center,4,1
JB002353,D,1,23,15,0,0,0,1,2538,,,,,,0
JB002354,D,1,33,10,0,0,1,0,0,2026-03-20,1,Orientation,South Center,4,1
JB002354,D,1,33,10,0,0,1,0,0,2026-04-13,2,Skills workshop,South Center,6,1
JB002355,D,0,20,10,0,0,0,0,0,,,,,,0
JB002356,D,0,28,10,1,1302,1,1,2637,2026-03-22,1,Orientation,South Center,4,1
JB002357,D,1,44,12,1,2358,1,1,2939,,,,,,0
JB002358,D,0,38,14,1,2041,0,0,0,,,,,,0
JB002359,D,1,34,16,0,0,0,0,0,,,,,,0
JB002360,D,0,22,12,1,1740,1,0,0,2026-03-23,1,Orientation,South Center,4,1
JB002361,D,0,55,16,0,0,1,1,3047,2026-03-06,1,Orientation,South Center,4,1
JB002362,D,1,25,15,0,0,0,1,3223,,,,,,0
JB002363,D,1,37,15,1,2182,1,1,3081,2026-03-16,1,Orientation,South Center,4,1
JB002364,D,0,32,16,1,2837,0,1,2377,,,,,,0
JB002365,D,0,26,17,1,2427,1,0,0,2026-03-05,1,Orientation,South Center,4,1
JB002365,D,0,26,17,1,2427,1,0,0,2026-04-13,2,Skills workshop,South Center,6,1
JB002366,D,1,42,10,0,0,1,0,0,2026-03-18,1,Orientation,South Center,4,1
JB002367,D,0,20,11,1,1726,1,1,1716,2026-03-10,1,Orientation,South Center,4,1
JB002367,D,0,20,11,1,1726,1,1,1716,2026-04-06,2,Skills workshop,South Center,6,1
JB002367,D,0,20,11,1,1726,1,1,1716,2026-05-15,3,Job placement,South Center,6,1
JB002368,D,0,19,17,1,2004,0,0,0,,,,,,0
JB002369,D,0,36,17,1,2858,1,1,3152,2026-03-22,1,Orientation,South Center,4,1
JB002369,D,0,36,17,1,2858,1,1,3152,2026-04-08,2,Skills workshop,South Center,6,1
JB002369,D,0,36,17,1,2858,1,1,3152,2026-05-21,3,Job placement,South Center,6,1
JB002370,D,0,22,10,0,0,0,1,1722,,,,,,0
JB002371,D,1,52,12,1,2498,1,1,2503,2026-03-16,1,Orientation,South Center,4,1
JB002372,D,0,26,14,0,0,0,0,0,,,,,,0
JB002373,D,1,40,9,0,0,1,1,2554,2026-03-22,1,Orientation,South Center,4,1
JB002374,D,1,25,16,0,0,1,1,3557,2026-03-12,1,Orientation,South Center,4,1
JB002374,D,1,25,16,0,0,1,1,3557,2026-04-18,2,Skills workshop,South Center,6,1
JB002375,D,1,21,9,1,1537,0,1,1422,,,,,,0
JB002376,D,0,37,14,1,2563,1,0,0,2026-03-11,1,Orientation,South Center,4,1
JB002377,D,1,40,10,0,0,0,0,0,,,,,,0
JB002378,D,0,35,13,0,0,0,1,2969,,,,,,0
JB002379,D,1,22,18,1,2386,0,1,2503,,,,,,0
JB002380,D,0,42,10,0,0,0,0,0,,,,,,0
JB002381,D,0,25,15,0,0,0,0,0,,,,,,0
JB002382,D,1,34,11,1,1698,0,0,0,,,,,,0
JB002383,D,1,30,9,1,2141,0,0,0,,,,,,0
JB002384,D,0,36,18,1,3051,0,1,2874,,,,,,0
JB002385,D,0,50,11,0,0,1,1,2540,,,,,,0
JB002386,D,1,19,10,0,0,1,1,1625,2026-03-22,1,Orientation,South Center,4,1
JB002387,D,0,21,18,0,0,0,0,0,,,,,,0
JB002388,D,0,49,10,0,0,1,0,0,,,,,,0
JB002389,D,0,24,11,1,1717,0,1,2549,,,,,,0
JB002390,D,0,23,10,1,1540,1,1,2558,2026-03-22,1,Orientation,South Center,4,1
JB002390,D,0,23,10,1,1540,1,1,2558,2026-04-14,2,Skills workshop,South Center,6,1
JB002391,D,0,52,9,0,0,1,0,0,2026-03-25,1,Orientation,South Center,4,1
JB002391,D,0,52,9,0,0,1,0,0,2026-04-23,2,Skills workshop,South Center,6,1
JB002392,D,1,54,11,1,1844,0,1,2755,,,,,,0
JB002393,D,0,23,16,1,2656,0,0,0,,,,,,0
JB002394,D,1,32,10,1,1526,1,0,0,2026-03-22,1,Orientation,South Center,4,1
JB002395,D,0,34,18,0,0,0,0,0,,,,,,0
JB002396,D,0,32,18,0,0,0,0,0,,,,,,0
JB002397,D,0,20,15,0,0,0,0,0,,,,,,0
JB002398,D,1,44,12,1,2299,0,1,2286,,,,,,0
JB002399,D,0,53,9,1,2195,0,0,0,,,,,,0
JB002400,D,1,30,9,0,0,0,1,1778,,,,,,0
JB002401,E,1,41,15,1,2916,1,1,2707,2026-03-25,1,Orientation,West Center,4,1
JB002401,E,1,41,15,1,2916,1,1,2707,2026-04-22,2,Skills workshop,West Center,6,1
JB002401,E,1,41,15,1,2916,1,1,2707,2026-05-23,3,Job placement,West Center,6,1
JB002402,E,1,54,18,1,3351,0,1,3283,,,,,,0
JB002403,E,0,29,10,1,2304,1,1,1888,2026-03-07,1,Orientation,West Center,4,1
JB002403,E,0,29,10,1,2304,1,1,1888,2026-04-22,2,Skills workshop,West Center,6,1
JB002404,E,1,46,9,0,0,0,1,2358,,,,,,0
JB002405,E,0,53,11,1,2896,1,1,2746,2026-03-05,1,Orientation,West Center,4,1
JB002405,E,0,53,11,1,2896,1,1,2746,2026-04-15,2,Skills workshop,West Center,6,1
JB002406,E,0,23,12,0,0,1,1,1940,,,,,,0
JB002407,E,0,23,17,0,0,1,1,2643,2026-03-16,1,Orientation,West Center,4,1
JB002408,E,1,38,16,1,3063,0,0,0,,,,,,0
JB002409,E,1,51,13,1,2287,1,0,0,2026-03-26,1,Orientation,West Center,4,1
JB002410,E,1,31,10,0,0,1,0,0,2026-03-03,1,Orientation,West Center,4,1
JB002411,E,0,55,11,1,2170,1,0,0,2026-03-06,1,Orientation,West Center,4,1
JB002412,E,1,25,13,1,2069,0,0,0,,,,,,0
JB002413,E,0,49,17,1,3106,1,0,0,2026-03-18,1,Orientation,West Center,4,1
JB002413,E,0,49,17,1,3106,1,0,0,2026-04-21,2,Skills workshop,West Center,6,1
JB002414,E,1,50,12,0,0,1,1,2912,2026-03-05,1,Orientation,West Center,4,1
JB002415,E,0,32,11,1,1619,1,1,2863,2026-03-16,1,Orientation,West Center,4,1
JB002416,E,0,19,12,1,2295,0,0,0,,,,,,0
JB002417,E,0,28,11,0,0,1,1,2177,,,,,,0
JB002418,E,1,47,15,1,2792,0,1,3498,,,,,,0
JB002419,E,0,19,10,0,0,0,0,0,,,,,,0
JB002420,E,1,43,9,1,2289,0,1,2548,,,,,,0
JB002421,E,1,28,14,1,2654,1,1,2962,2026-03-14,1,Orientation,West Center,4,1
JB002422,E,0,37,15,0,0,1,0,0,,,,,,0
JB002423,E,0,49,13,1,2503,1,0,0,2026-03-26,1,Orientation,West Center,4,1
JB002424,E,1,25,12,1,1627,0,1,2014,2026-03-22,1,Orientation,West Center,4,1
JB002425,E,1,27,15,0,0,1,1,2425,2026-03-24,1,Orientation,West Center,4,1
JB002426,E,0,19,14,1,2188,1,1,2301,2026-03-04,1,Orientation,West Center,4,1
JB002426,E,0,19,14,1,2188,1,1,2301,2026-04-19,2,Skills workshop,West Center,6,1
JB002427,E,1,19,9,0,0,1,1,2210,2026-03-13,1,Orientation,West Center,4,1
JB002428,E,1,38,14,0,0,0,1,2498,,,,,,0
JB002429,E,1,29,18,1,2707,1,1,2906,2026-03-12,1,Orientation,West Center,4,1
JB002430,E,1,30,14,1,2551,1,1,2568,2026-03-07,1,Orientation,West Center,4,1
JB002431,E,0,31,18,1,3242,0,1,3713,,,,,,0
JB002432,E,0,24,15,1,2770,0,0,0,,,,,,0
JB002433,E,1,39,13,1,2595,1,1,3234,2026-03-17,1,Orientation,West Center,4,1
JB002434,E,1,20,14,1,2702,1,1,2905,2026-03-17,1,Orientation,West Center,4,1
JB002435,E,1,43,15,0,0,1,0,0,2026-03-12,1,Orientation,West Center,4,1
JB002436,E,0,25,10,1,2073,0,1,2217,,,,,,0
JB002437,E,1,33,18,1,2540,0,0,0,,,,,,0
JB002438,E,0,54,18,1,2787,1,0,0,2026-03-25,1,Orientation,West Center,4,1
JB002439,E,0,36,17,0,0,0,0,0,,,,,,0
JB002440,E,1,28,10,1,1960,1,0,0,,,,,,0
JB002441,E,1,39,10,1,2364,0,1,2631,,,,,,0
JB002442,E,0,47,15,1,2310,1,1,3958,2026-03-07,1,Orientation,West Center,4,1
JB002443,E,0,30,16,1,2678,0,0,0,,,,,,0
JB002444,E,1,30,13,0,0,1,1,3312,2026-03-22,1,Orientation,West Center,4,1
JB002445,E,1,47,17,1,2815,0,0,0,,,,,,0
JB002446,E,0,38,15,1,3065,1,1,3152,2026-03-17,1,Orientation,West Center,4,1
JB002446,E,0,38,15,1,3065,1,1,3152,2026-04-13,2,Skills workshop,West Center,6,1
JB002447,E,0,48,9,1,1674,1,1,2682,2026-03-15,1,Orientation,West Center,4,1
JB002448,E,0,25,10,0,0,0,0,0,,,,,,0
JB002449,E,0,43,16,0,0,1,1,3629,2026-03-05,1,Orientation,West Center,4,1
JB002450,E,1,40,9,1,1681,0,0,0,,,,,,0
JB002451,E,1,36,13,0,0,0,0,0,,,,,,0
JB002452,E,1,46,17,1,2914,0,0,0,,,,,,0
JB002453,E,1,30,12,0,0,0,1,2566,,,,,,0
JB002454,E,1,41,13,1,2889,0,1,2503,,,,,,0
JB002455,E,0,48,16,0,0,0,1,3772,,,,,,0
JB002456,E,1,36,11,1,2072,0,0,0,,,,,,0
JB002457,E,1,22,13,1,2300,1,1,2835,2026-03-09,1,Orientation,West Center,4,1
JB002458,E,1,55,11,0,0,0,1,3438,,,,,,0
JB002459,E,0,27,17,0,0,0,0,0,,,,,,0
JB002460,E,1,26,11,1,1823,0,0,0,,,,,,0
JB002461,E,1,23,14,1,2285,1,1,2947,2026-03-26,1,Orientation,West Center,4,1
JB002462,E,1,51,18,0,0,1,1,4214,2026-03-15,1,Orientation,West Center,4,1
JB002463,E,0,20,15,1,2357,0,1,2439,,,,,,0
JB002464,E,0,36,15,1,2492,0,1,3055,,,,,,0
JB002465,E,0,48,11,0,0,1,0,0,2026-03-04,1,Orientation,West Center,4,1
JB002465,E,0,48,11,0,0,1,0,0,2026-04-10,2,Skills workshop,West Center,6,1
JB002466,E,0,48,15,1,2551,0,1,3424,,,,,,0
JB002467,E,1,20,12,1,1614,1,1,3004,,,,,,0
JB002468,E,0,49,11,1,2289,0,1,2736,,,,,,0
JB002469,E,1,46,11,1,2195,0,0,0,,,,,,0
JB002470,E,1,28,16,1,2243,0,0,0,,,,,,0
JB002471,E,1,47,16,1,2512,0,0,0,,,,,,0
JB002472,E,1,50,10,1,2584,0,1,3080,,,,,,0
JB002473,E,0,37,15,1,2983,0,1,3205,2026-03-11,1,Orientation,West Center,4,1
JB002474,E,0,35,11,1,2015,1,0,0,2026-03-07,1,Orientation,West Center,4,1
JB002475,E,1,35,10,0,0,1,1,2591,2026-03-08,1,Orientation,West Center,4,1
JB002476,E,0,23,14,1,2287,0,0,0,,,,,,0
JB002477,E,0,34,13,1,2304,0,0,0,,,,,,0
JB002478,E,0,23,9,1,2122,0,1,1589,,,,,,0
JB002479,E,0,32,16,0,0,0,1,2867,,,,,,0
JB002480,E,1,50,16,1,3346,0,1,3888,2026-03-23,1,Orientation,West Center,4,1
JB002481,E,0,46,15,0,0,0,1,2691,,,,,,0
JB002482,E,1,36,17,1,2502,0,0,0,,,,,,0
JB002483,E,1,50,11,1,2663,0,1,2416,,,,,,0
JB002484,E,1,23,13,1,2583,1,0,0,2026-03-03,1,Orientation,West Center,4,1
JB002485,E,1,23,14,0,0,0,1,2500,,,,,,0
JB002486,E,0,29,13,0,0,1,0,0,2026-03-20,1,Orientation,West Center,4,1
JB002487,E,1,30,18,0,0,1,0,0,2026-03-04,1,Orientation,West Center,4,1
JB002488,E,1,26,17,1,2229,0,0,0,,,,,,0
JB002489,E,0,38,17,1,2874,0,1,3031,,,,,,0
JB002490,E,1,22,17,1,2307,0,1,2914,,,,,,0
JB002491,E,1,46,15,1,3204,1,1,3385,2026-03-21,1,Orientation,West Center,4,1
JB002492,E,1,38,10,1,2125,1,0,0,2026-03-07,1,Orientation,West Center,4,1
JB002493,E,1,39,12,0,0,1,1,2475,,,,,,0
JB002494,E,0,47,16,1,3019,1,0,0,2026-03-14,1,Orientation,West Center,4,1
JB002494,E,0,47,16,1,3019,1,0,0,2026-04-18,2,Skills workshop,West Center,6,1
JB002495,E,0,26,13,0,0,0,1,2539,,,,,,0
JB002496,E,0,53,16,0,0,1,0,0,2026-03-04,1,Orientation,West Center,4,1
JB002496,E,0,53,16,0,0,1,0,0,2026-04-05,2,Skills workshop,West Center,6,1
JB002497,E,1,49,17,1,3288,1,1,4064,2026-03-10,1,Orientation,West Center,4,1
JB002497,E,1,49,17,1,3288,1,1,4064,2026-04-16,2,Skills workshop,West Center,6,1
JB002498,E,0,37,9,0,0,1,0,0,2026-03-19,1,Orientation,West Center,4,1
JB002499,E,1,41,9,0,0,1,1,2547,,,,,,0
JB002500,E,1,27,10,0,0,1,0,0,2026-03-06,1,Orientation,West Center,4,1
JB002501,E,1,53,11,1,2342,0,0,0,,,,,,0
JB002502,E,0,42,10,1,2089,1,1,2255,2026-03-03,1,Orientation,West Center,4,1
JB002503,E,0,54,12,1,2768,1,1,2641,2026-03-10,1,Orientation,West Center,4,1
JB002504,E,1,26,11,0,0,1,0,0,2026-03-12,1,Orientation,West Center,4,1
JB002505,E,0,34,14,1,2916,0,0,0,,,,,,0
JB002506,E,1,44,18,1,2624,0,0,0,,,,,,0
JB002507,E,0,46,10,0,0,1,0,0,2026-03-16,1,Orientation,West Center,4,1
JB002508,E,0,30,10,0,0,0,1,2306,,,,,,0
JB002509,E,0,52,16,1,2690,1,1,3362,2026-03-07,1,Orientation,West Center,4,1
JB002509,E,0,52,16,1,2690,1,1,3362,2026-04-07,2,Skills workshop,West Center,6,1
JB002509,E,0,52,16,1,2690,1,1,3362,2026-05-22,3,Job placement,West Center,6,1
JB002510,E,1,35,14,1,2817,0,1,2600,,,,,,0
JB002511,E,1,46,10,0,0,0,1,2196,,,,,,0
JB002512,E,1,33,18,1,3206,1,0,0,2026-03-22,1,Orientation,West Center,4,1
JB002513,E,0,43,12,0,0,1,1,3425,2026-03-19,1,Orientation,West Center,4,1
JB002514,E,0,22,14,1,2573,0,1,3046,,,,,,0
JB002515,E,0,54,15,1,2760,0,0,0,,,,,,0
JB002516,E,0,47,15,1,2539,1,0,0,2026-03-22,1,Orientation,West Center,4,1
JB002517,E,0,37,9,0,0,1,1,2227,,,,,,0
JB002518,E,1,40,18,1,2883,0,0,0,,,,,,0
JB002519,E,0,46,13,1,2385,1,1,3257,2026-03-22,1,Orientation,West Center,4,1
JB002520,E,1,47,13,1,2539,0,0,0,2026-03-04,1,Orientation,West Center,4,1
JB002521,E,1,50,11,0,0,1,1,2971,2026-03-24,1,Orientation,West Center,4,1
JB002522,E,1,37,11,0,0,1,1,2419,2026-03-26,1,Orientation,West Center,4,1
JB002523,E,1,32,10,0,0,1,0,0,2026-03-14,1,Orientation,West Center,4,1
JB002524,E,0,26,14,1,2260,0,1,2747,,,,,,0
JB002525,E,1,19,17,0,0,0,1,2676,,,,,,0
JB002526,E,0,38,9,0,0,0,1,2773,,,,,,0
JB002527,E,1,40,14,1,2917,0,1,3068,,,,,,0
JB002528,E,1,53,13,1,2488,1,0,0,2026-03-20,1,Orientation,West Center,4,1
JB002529,E,0,42,9,1,2399,0,1,2490,,,,,,0
JB002530,E,0,51,17,0,0,0,1,3959,,,,,,0
JB002531,E,0,23,13,1,2352,1,1,2883,2026-03-13,1,Orientation,West Center,4,1
JB002532,E,1,42,17,1,2975,0,1,2979,,,,,,0
JB002533,E,1,22,17,1,3045,0,1,2929,,,,,,0
JB002534,E,0,38,10,0,0,0,1,2406,,,,,,0
JB002535,E,1,51,14,0,0,1,1,3803,2026-03-04,1,Orientation,West Center,4,1
JB002536,E,1,39,18,1,3323,0,1,3521,,,,,,0
JB002537,E,0,25,18,1,3026,0,0,0,,,,,,0
JB002538,E,0,27,13,1,2367,0,1,3061,,,,,,0
JB002539,E,1,32,14,1,2110,1,0,0,2026-03-20,1,Orientation,West Center,4,1
JB002540,E,1,35,15,1,2973,0,1,2986,,,,,,0
JB002541,E,0,33,15,0,0,1,0,0,2026-03-03,1,Orientation,West Center,4,1
JB002541,E,0,33,15,0,0,1,0,0,2026-04-03,2,Skills workshop,West Center,6,1
JB002542,E,0,25,11,0,0,1,1,2675,2026-03-04,1,Orientation,West Center,4,1
JB002543,E,0,19,14,0,0,1,0,0,2026-03-07,1,Orientation,West Center,4,1
JB002544,E,1,36,12,1,2327,1,1,2564,2026-03-24,1,Orientation,West Center,4,1
JB002545,E,0,40,12,1,2629,0,1,3100,,,,,,0
JB002546,E,0,28,18,1,3216,1,1,3685,2026-03-07,1,Orientation,West Center,4,1
JB002547,E,1,48,15,1,2980,1,1,3923,2026-03-15,1,Orientation,West Center,4,1
