applicant_id,session_date,session_number,session_type,training_center,hours_attended
JB002698,2026-03-15,1,Orientation,West Center,4
JB002698,2026-04-16,2,Skills workshop,West Center,6
JB002699,2026-03-07,1,Orientation,West Center,4
JB002701,2026-03-22,1,Orientation,West Center,4
JB002704,2026-03-07,1,Orientation,West Center,4
JB002704,2026-04-15,2,Skills workshop,West Center,6
JB002705,2026-03-13,1,Orientation,West Center,4
JB002706,2026-03-18,1,Orientation,West Center,4
JB002707,2026-03-25,1,Orientation,West Center,4
JB002708,2026-03-05,1,Orientation,West Center,4
JB002711,2026-03-09,1,Orientation,West Center,4
JB002711,2026-04-25,2,Skills workshop,West Center,6
JB002711,2026-05-16,3,Job placement,West Center,6
JB002712,2026-03-14,1,Orientation,West Center,4
JB002713,2026-03-09,1,Orientation,West Center,4
JB002714,2026-03-06,1,Orientation,West Center,4
JB002717,2026-03-24,1,Orientation,West Center,4
JB002718,2026-03-11,1,Orientation,West Center,4
JB002721,2026-03-12,1,Orientation,West Center,4
JB002723,2026-03-16,1,Orientation,West Center,4
JB002723,2026-04-22,2,Skills workshop,West Center,6
JB002725,2026-03-08,1,Orientation,West Center,4
JB002730,2026-03-15,1,Orientation,West Center,4
JB002731,2026-03-20,1,Orientation,West Center,4
JB002733,2026-03-25,1,Orientation,West Center,4
JB002736,2026-03-10,1,Orientation,West Center,4
JB002740,2026-03-15,1,Orientation,West Center,4
JB002742,2026-03-25,1,Orientation,West Center,4
JB002746,2026-03-26,1,Orientation,West Center,4
JB002746,2026-04-11,2,Skills workshop,West Center,6
JB002748,2026-03-03,1,Orientation,West Center,4
JB002748,2026-04-15,2,Skills workshop,West Center,6
JB002748,2026-05-12,3,Job placement,West Center,6
JB002749,2026-03-03,1,Orientation,West Center,4
JB002751,2026-03-16,1,Orientation,West Center,4
JB002752,2026-03-15,1,Orientation,West Center,4
JB002754,2026-03-21,1,Orientation,West Center,4
JB002759,2026-03-11,1,Orientation,West Center,4
JB002759,2026-04-13,2,Skills workshop,West Center,6
JB002760,2026-03-16,1,Orientation,West Center,4
JB002761,2026-03-20,1,Orientation,West Center,4
JB002764,2026-03-19,1,Orientation,West Center,4
JB002765,2026-03-20,1,Orientation,West Center,4
JB002766,2026-03-21,1,Orientation,West Center,4
JB002768,2026-03-21,1,Orientation,West Center,4
JB002772,2026-03-17,1,Orientation,West Center,4
JB002772,2026-04-19,2,Skills workshop,West Center,6
JB002773,2026-03-15,1,Orientation,West Center,4
JB002773,2026-04-06,2,Skills workshop,West Center,6
JB002773,2026-05-12,3,Job placement,West Center,6
JB002776,2026-03-26,1,Orientation,West Center,4
JB002776,2026-04-07,2,Skills workshop,West Center,6
JB002778,2026-03-13,1,Orientation,West Center,4
JB002778,2026-04-18,2,Skills workshop,West Center,6
JB002782,2026-03-20,1,Orientation,West Center,4
JB002784,2026-03-04,1,Orientation,West Center,4
JB002785,2026-03-12,1,Orientation,West Center,4
JB002788,2026-03-10,1,Orientation,West Center,4
JB002789,2026-03-18,1,Orientation,West Center,4
JB002792,2026-03-21,1,Orientation,West Center,4
JB002792,2026-04-15,2,Skills workshop,West Center,6
JB002792,2026-05-12,3,Job placement,West Center,6
JB002795,2026-03-25,1,Orientation,West Center,4
JB002796,2026-03-21,1,Orientation,West Center,4
JB002797,2026-03-08,1,Orientation,West Center,4
JB002797,2026-04-22,2,Skills workshop,West Center,6
JB002797,2026-05-13,3,Job placement,West Center,6
JB002799,2026-03-26,1,Orientation,West Center,4
JB002800,2026-03-26,1,Orientation,West Center,4
JB002805,2026-03-05,1,Orientation,West Center,4
JB002805,2026-04-16,2,Skills workshop,West Center,6
JB002807,2026-03-03,1,Orientation,West Center,4
JB002808,2026-03-13,1,Orientation,West Center,4
JB002810,2026-03-21,1,Orientation,West Center,4
JB002810,2026-04-17,2,Skills workshop,West Center,6
JB002811,2026-03-16,1,Orientation,West Center,4
JB002813,2026-03-07,1,Orientation,West Center,4
JB002814,2026-03-06,1,Orientation,West Center,4
JB002816,2026-03-03,1,Orientation,West Center,4
JB002817,2026-03-16,1,Orientation,West Center,4
JB002817,2026-04-16,2,Skills workshop,West Center,6
JB002818,2026-03-14,1,Orientation,West Center,4
JB002818,2026-04-10,2,Skills workshop,West Center,6
JB002818,2026-05-07,3,Job placement,West Center,6
JB002820,2026-03-16,1,Orientation,West Center,4
JB002823,2026-03-05,1,Orientation,West Center,4
JB002823,2026-04-20,2,Skills workshop,West Center,6
JB002827,2026-03-11,1,Orientation,West Center,4
JB002827,2026-04-19,2,Skills workshop,West Center,6
JB002828,2026-03-05,1,Orientation,West Center,4
JB002828,2026-04-19,2,Skills workshop,West Center,6
JB002829,2026-03-17,1,Orientation,West Center,4
JB002842,2026-03-24,1,Orientation,West Center,4
JB002844,2026-03-23,1,Orientation,West Center,4
JB002844,2026-04-11,2,Skills workshop,West Center,6
JB002845,2026-03-09,1,Orientation,West Center,4
JB002849,2026-03-20,1,Orientation,West Center,4
JB002849,2026-04-04,2,Skills workshop,West Center,6
JB002851,2026-03-08,1,Orientation,West Center,4
JB002856,2026-03-20,1,Orientation,West Center,4
JB002856,2026-04-03,2,Skills workshop,West Center,6
JB002858,2026-03-04,1,Orientation,West Center,4
JB002860,2026-03-21,1,Orientation,West Center,4
JB002861,2026-03-21,1,Orientation,West Center,4
JB002862,2026-03-05,1,Orientation,West Center,4
JB002863,2026-03-20,1,Orientation,West Center,4
JB002864,2026-03-25,1,Orientation,West Center,4
JB002864,2026-04-03,2,Skills workshop,West Center,6
JB002865,2026-03-06,1,Orientation,West Center,4
JB002866,2026-03-20,1,Orientation,West Center,4
JB002867,2026-03-18,1,Orientation,West Center,4
JB002868,2026-03-25,1,Orientation,West Center,4
JB002869,2026-03-09,1,Orientation,West Center,4
JB002871,2026-03-13,1,Orientation,West Center,4
JB002871,2026-04-07,2,Skills workshop,West Center,6
JB002872,2026-03-14,1,Orientation,West Center,4
JB002872,2026-04-24,2,Skills workshop,West Center,6
JB002873,2026-03-03,1,Orientation,West Center,4
JB002874,2026-03-18,1,Orientation,West Center,4
JB002876,2026-03-12,1,Orientation,West Center,4
JB002878,2026-03-25,1,Orientation,West Center,4
JB002879,2026-03-21,1,Orientation,West Center,4
JB002880,2026-03-18,1,Orientation,West Center,4
JB002881,2026-03-24,1,Orientation,West Center,4
JB002883,2026-03-07,1,Orientation,West Center,4
JB002885,2026-03-13,1,Orientation,West Center,4
JB002887,2026-03-24,1,Orientation,West Center,4
JB002888,2026-03-24,1,Orientation,West Center,4
JB002889,2026-03-19,1,Orientation,West Center,4
JB002891,2026-03-19,1,Orientation,West Center,4
JB002895,2026-03-05,1,Orientation,West Center,4
JB002897,2026-03-22,1,Orientation,West Center,4
JB002898,2026-03-24,1,Orientation,West Center,4
JB002900,2026-03-07,1,Orientation,West Center,4
JB002901,2026-03-19,1,Orientation,West Center,4
JB002902,2026-03-12,1,Orientation,West Center,4
JB002906,2026-03-23,1,Orientation,West Center,4
JB002908,2026-03-06,1,Orientation,West Center,4
JB002910,2026-03-06,1,Orientation,West Center,4
JB002913,2026-03-23,1,Orientation,West Center,4
JB002914,2026-03-23,1,Orientation,West Center,4
JB002914,2026-04-08,2,Skills workshop,West Center,6
JB002917,2026-03-05,1,Orientation,West Center,4
JB002918,2026-03-22,1,Orientation,West Center,4
JB002919,2026-03-25,1,Orientation,West Center,4
JB002920,2026-03-12,1,Orientation,West Center,4
JB002922,2026-03-11,1,Orientation,West Center,4
JB002922,2026-04-17,2,Skills workshop,West Center,6
JB002924,2026-03-17,1,Orientation,West Center,4
JB002925,2026-03-06,1,Orientation,West Center,4
JB002927,2026-03-07,1,Orientation,West Center,4
JB002928,2026-03-24,1,Orientation,West Center,4
JB002929,2026-03-25,1,Orientation,West Center,4
JB002931,2026-03-09,1,Orientation,West Center,4
JB002934,2026-03-21,1,Orientation,West Center,4
JB002934,2026-04-09,2,Skills workshop,West Center,6
JB002934,2026-05-13,3,Job placement,West Center,6
JB002935,2026-03-22,1,Orientation,West Center,4
JB002936,2026-03-20,1,Orientation,West Center,4
JB002938,2026-03-10,1,Orientation,West Center,4
JB002939,2026-03-14,1,Orientation,West Center,4
JB002940,2026-03-20,1,Orientation,West Center,4
JB002943,2026-03-09,1,Orientation,West Center,4
JB002946,2026-03-17,1,Orientation,West Center,4
JB002947,2026-03-17,1,Orientation,West Center,4
JB002948,2026-03-18,1,Orientation,West Center,4
JB002951,2026-03-17,1,Orientation,West Center,4
JB002954,2026-03-20,1,Orientation,West Center,4
JB002959,2026-03-24,1,Orientation,West Center,4
JB002960,2026-03-20,1,Orientation,West Center,4
JB002961,2026-03-07,1,Orientation,West Center,4
JB002964,2026-03-22,1,Orientation,West Center,4
JB002968,2026-03-24,1,Orientation,West Center,4
JB002969,2026-03-09,1,Orientation,West Center,4
JB002970,2026-03-11,1,Orientation,West Center,4
JB002971,2026-03-13,1,Orientation,West Center,4
JB002973,2026-03-20,1,Orientation,West Center,4
JB002973,2026-04-19,2,Skills workshop,West Center,6
JB002974,2026-03-19,1,Orientation,West Center,4
JB002975,2026-03-25,1,Orientation,West Center,4
JB002976,2026-03-14,1,Orientation,West Center,4
JB002977,2026-03-08,1,Orientation,West Center,4
JB002978,2026-03-26,1,Orientation,West Center,4
JB002980,2026-03-06,1,Orientation,West Center,4
JB002981,2026-03-19,1,Orientation,West Center,4
JB002983,2026-03-06,1,Orientation,West Center,4
JB002985,2026-03-19,1,Orientation,West Center,4
JB002985,2026-04-17,2,Skills workshop,West Center,6
JB002987,2026-03-14,1,Orientation,West Center,4
JB002997,2026-03-06,1,Orientation,West Center,4
JB002998,2026-03-15,1,Orientation,West Center,4
JB002998,2026-04-23,2,Skills workshop,West Center,6
